address_id,address,district,city_id,postal_code,phone,location,last_update
239,98 Stara Zagora Boulevard,Valle,96,76448,6.10174E+11,POINT (-77.0311671 3.8801538),25-09-2014 22.30
240,1479 Rustenburg Boulevard,Southern Tagalog,527,18727,7.27785E+11,POINT (0 0),25-09-2014 22.32
241,647 A Corua (La Corua) Street,Chollanam,357,36971,7.92557E+11,POINT (0 0),25-09-2014 22.33
242,1964 Gijn Manor,Karnataka,473,14408,9.1812E+11,POINT (75.5679104 13.9315793),25-09-2014 22.31
243,47 Syktyvkar Lane,West Java,118,22236,63937119031,POINT (106.7586171 -6.6230602),25-09-2014 22.31
244,1148 Saarbrcken Parkway,Fukushima,226,1921,1.37773E+11,POINT (140.8833374 37.0547352),25-09-2014 22.31
245,1103 Bilbays Parkway,Hubei,578,87660,2.7998E+11,POINT (112.1447918 32.0422301),25-09-2014 22.30
246,1246 Boksburg Parkway,Hebei,422,28349,8.90284E+11,POINT (119.5883327 39.9316729),25-09-2014 22.30
247,1483 Pathankot Street,Tucumn,454,37288,6.86016E+11,POINT (0 0),25-09-2014 22.30
248,582 Papeete Loop,Central Visayas,294,27722,5.69869E+11,POINT (123.9494442 10.3102867),25-09-2014 22.32
249,300 Junan Street,Kyonggi,553,81314,8.90289E+11,POINT (0 0),25-09-2014 22.33
250,829 Grand Prairie Way,Paraná,328,6461,7.41071E+11,POINT (0 0),25-09-2014 22.30
251,1473 Changhwa Parkway,Mxico,124,75933,2.66798E+11,POINT (0 0),25-09-2014 22.32
252,1309 Weifang Street,Florida,520,57338,4.35785E+11,POINT (-84.2807393 30.4382689),25-09-2014 22.34
253,1760 Oshawa Manor,Tianjin,535,38140,56257502250,POINT (117.1766766 39.1422277),25-09-2014 22.30
254,786 Stara Zagora Way,Oyo & Osun,390,98332,7.16257E+11,POINT (3.9333328 7.8531924),25-09-2014 22.32
255,1966 Tonghae Street,Anhalt Sachsen,198,36481,5.67359E+11,POINT (125127014.0 51.5661974),25-09-2014 22.31
256,1497 Yuzhou Drive,England,312,3433,2.4681E+11,POINT (-0.1257486 51.5085304),25-09-2014 22.33
258,752 Ondo Loop,Miyazaki,338,32474,1.34674E+11,POINT (131.0666764 31.7333371),25-09-2014 22.31
259,1338 Zalantun Lane,Minas Gerais,413,45403,8.40523E+11,POINT (0 0),25-09-2014 22.30
260,127 Iwakuni Boulevard,Central Luzon,192,20777,9.87443E+11,POINT (120.7327195 14.8341331),25-09-2014 22.32
261,51 Laredo Avenue,Sagaing,342,68146,8.84537E+11,POINT (95.1358394 22.1085695),25-09-2014 22.32
262,771 Yaound Manor,Sofala,64,86768,2.45478E+11,POINT (34.8388913 -19.8436187),25-09-2014 22.32
263,532 Toulon Street,Santiago,460,69517,46871694740,POINT (-70.6970306 19.4517425),25-09-2014 22.30
264,1027 Banjul Place,West Bengali,197,50390,5.38241E+11,POINT (88.4185932 22.9321815),25-09-2014 22.31
265,1158 Mandi Bahauddin Parkway,Shanxi,136,98484,2.76556E+11,POINT (113.2913974 40.0936132),25-09-2014 22.30
266,862 Xintai Lane,Cagayan Valley,548,30065,2.65153E+11,POINT (121.7269485 17.6130638),25-09-2014 22.32
267,816 Cayenne Parkway,Manab,414,93629,2.82875E+11,POINT (0 0),25-09-2014 22.30
268,1831 Nam Dinh Loop,National Capital Reg,323,51990,3.22889E+11,POINT (0 0),25-09-2014 22.32
269,446 Kirovo-Tepetsk Lane,Osaka,203,19428,3.03967E+11,POINT (135.6176571 34.6711229),25-09-2014 22.31
270,682 Halisahar Place,Severn Morava,378,20536,4.75553E+11,POINT (0 0),25-09-2014 22.30
271,1587 Loja Manor,Salzburg,447,5410,6.21625E+11,POINT (13.0439929 47.7994114),25-09-2014 22.30
272,1762 Paarl Parkway,Hunan,298,53928,1.9246E+11,POINT (111.4294489 27.6880608),25-09-2014 22.30
273,1519 Ilorin Place,Kerala,395,49298,3.57446E+11,POINT (76.6562581 10.7744394),25-09-2014 22.31
274,920 Kumbakonam Loop,California,446,75090,6.85011E+11,POINT (-121.6555701 36.6777408),25-09-2014 22.34
275,906 Goinia Way,Wielkopolskie,255,83565,7.01768E+11,POINT (18.0910245 51.7610909),25-09-2014 22.32
276,1675 Xi´angfan Manor,Tamil Nadu,283,11763,2.7115E+11,POINT (79.3912412 10.9620955),25-09-2014 22.31
277,85 San Felipe de Puerto Plata Drive,Shandong,584,46063,1.7074E+11,POINT (121.4408172 37.4764973),25-09-2014 22.30
278,144 South Hill Loop,Guanajuato,445,2012,45387294817,POINT (-101.1915495 20.5719604),25-09-2014 22.32
279,1884 Shikarpur Avenue,Haryana,263,85548,9.59949E+11,POINT (76.9883944 29.6900906),25-09-2014 22.31
280,1980 Kamjanets-Podilskyi Street,Illinois,404,89502,8.74337E+11,POINT (-89.5889971 40.6936559),25-09-2014 22.33
281,1944 Bamenda Way,Michigan,573,24645,75975221996,POINT (-83.0277992 42.4775472),25-09-2014 22.34
282,556 Baybay Manor,Oyo & Osun,374,55802,3.63982E+11,POINT (4.2644189 8.1567516),25-09-2014 22.32
283,457 Tongliao Loop,Bursa,222,56254,8.80756E+11,POINT (0 0),25-09-2014 22.33
284,600 Bradford Street,East Azerbaidzan,514,96204,1.17592E+11,POINT (46.2919332 38.0829411),25-09-2014 22.31
285,1006 Santa Brbara dOeste Manor,Ondo & Ekiti,389,36229,85059738746,POINT (5.5868183 7.1962061),25-09-2014 22.32
286,1308 Sumy Loop,Fujian,175,30657,5.83021E+11,POINT (119.3061118 26.0613964),25-09-2014 22.30
287,1405 Chisinau Place,Ponce,411,8160,62781725285,POINT (-66.6140669 18.0110803),25-09-2014 22.32
288,226 Halifax Street,Xinxiang,277,58492,7.90651E+11,POINT (0 0),25-09-2014 22.30
289,1279 Udine Parkway,Edo & Delta,69,75860,1.95004E+11,POINT (5.6274942 6.3350511),25-09-2014 22.32
290,1336 Benin City Drive,Shiga,386,46044,3.41243E+11,POINT (135.8683324 35.0044473),25-09-2014 22.31
291,1155 Liaocheng Place,Oyo & Osun,152,22650,5.58236E+11,POINT (0 0),25-09-2014 22.32
292,1993 Tabuk Lane,Tamil Nadu,522,64221,6.48482E+11,POINT (80.1270701 12.9246028),25-09-2014 22.31
293,86 Higashiosaka Lane,Guanajuato,563,33768,9.57129E+11,POINT (-101.1891745 20.3932178),25-09-2014 22.32
294,1912 Allende Manor,Kowloon and New Kowl,279,58124,1.72262E+11,POINT (0 0),25-09-2014 22.31
295,544 Tarsus Boulevard,Gurico,562,53145,892523334,POINT (0 0),25-09-2014 22.34
296,1936 Cuman Avenue,Virginia,433,61195,9.76799E+11,POINT (-79.9414311 37.2709788),25-09-2014 22.33
297,1192 Tongliao Street,Sharja,470,19065,3.50971E+11,POINT (55.4120655 25.3373777),25-09-2014 22.33
298,44 Najafabad Way,Baskimaa,146,61391,96604821070,POINT (0 0),25-09-2014 22.33
299,32 Pudukkottai Lane,Ohio,140,38834,9.67275E+11,POINT (-84.1916155 39.7589524),25-09-2014 22.33
300,661 Chisinau Lane,Pietari,274,8856,8.16436E+11,POINT (0 0),25-09-2014 22.32
301,951 Stara Zagora Manor,Punjab,400,98573,4.29926E+11,POINT (76.4026681 30.3271521),25-09-2014 22.31
302,922 Vila Velha Loop,Maharashtra,9,4085,5.10737E+11,POINT (74.7384344 19.0945716),25-09-2014 22.31
303,898 Jining Lane,Pohjois-Pohjanmaa,387,40070,1.61643E+11,POINT (25.4681696 65.0123605),25-09-2014 22.31
304,1635 Kuwana Boulevard,Hiroshima,205,52137,7.10604E+11,POINT (132.4593736 34.3962703),25-09-2014 22.31
305,41 El Alto Parkway,Maharashtra,398,56883,51917807050,POINT (76.7708194 19.2685546),25-09-2014 22.31
306,1883 Maikop Lane,Kaliningrad,254,68469,96110042435,POINT (20.5109506 54.7064978),25-09-2014 22.32
307,1908 Gaziantep Place,Liaoning,536,58979,1.08054E+11,POINT (123.6058384 42.4130612),25-09-2014 22.30
308,687 Alessandria Parkway,Sanaa,455,57587,4.07219E+11,POINT (44.2066796 15.3547228),25-09-2014 22.34
309,827 Yuncheng Drive,Callao,99,79047,5.04434E+11,POINT (-77.1181422 -12.0565969),25-09-2014 22.32
310,913 Coacalco de Berriozbal Loop,Texas,33,42141,2.62088E+11,POINT (-97.1080797 32.7356954),25-09-2014 22.33
311,715 So Bernardo do Campo Lane,Kedah,507,84804,1.81179E+11,POINT (100.4877252 5.6471605),25-09-2014 22.32
312,1354 Siegen Street,Rio de Janeiro,25,80184,5.73442E+11,POINT (-44.3180635 -23.0066772),25-09-2014 22.30
313,1191 Sungai Petani Boulevard,Missouri,262,9668,9.8326E+11,POINT (-94.5785792 39.0997303),25-09-2014 22.33
314,1224 Huejutla de Reyes Boulevard,Lombardia,91,70923,8.06017E+11,POINT (10.2147236 45.5355809),25-09-2014 22.31
315,543 Bergamo Avenue,Minas Gerais,215,59686,1.03602E+11,POINT (0 0),25-09-2014 22.30
316,746 Joliet Lane,Kursk,286,94878,6.88485E+11,POINT (36.1873575 51.7373341),25-09-2014 22.32
317,780 Kimberley Way,Tabuk,515,17032,8.24397E+11,POINT (36.5715155 28.3998035),25-09-2014 22.33
318,1774 Yaound Place,Hubei,166,91400,6.13124E+11,POINT (114.7797975 30.4883229),25-09-2014 22.30
319,1957 Yantai Lane,São Paulo,490,59255,7.04948E+11,POINT (0 0),25-09-2014 22.30
320,1542 Lubumbashi Boulevard,Tel Aviv,57,62472,5.088E+11,POINT (34.7518577 32.0237941),25-09-2014 22.31
321,651 Pathankot Loop,Maharashtra,336,59811,1.39378E+11,POINT (74.6466372 16.8241727),25-09-2014 22.31
322,1359 Zhoushan Parkway,Streymoyar,545,29763,46568045367,POINT (0 0),25-09-2014 22.30
323,1769 Iwaki Lane,Kujawsko-Pomorskie,97,25787,5.56101E+11,POINT (18.0076296 53.1235938),25-09-2014 22.32
324,1145 Vilnius Manor,Mxico,451,73170,6.74806E+11,POINT (0 0),25-09-2014 22.32
325,1892 Nabereznyje Telny Lane,Tutuila,516,28396,4.7823E+11,POINT (0 0),25-09-2014 22.30
326,470 Boksburg Street,Central,81,97960,9.0803E+11,POINT (84.8773507 27.0104304),25-09-2014 22.32
327,1427 A Corua (La Corua) Place,Buenos Aires,45,85799,9.72575E+11,POINT (0 0),25-09-2014 22.30
328,479 San Felipe del Progreso Avenue,Morelos,130,54949,8.69052E+11,POINT (-98.9455577 18.8045961),25-09-2014 22.32
329,867 Benin City Avenue,Henan,591,78543,1.68885E+11,POINT (113.4638946 34.1627839),25-09-2014 22.30
330,981 Kumbakonam Place,Distrito Federal,89,87611,8.29116E+11,POINT (0 0),25-09-2014 22.30
331,1016 Iwakuni Street,St George,269,49833,9.61371E+11,POINT (-61.2247516 13.1587251),25-09-2014 22.32
332,663 Baha Blanca Parkway,Adana,5,33463,8.34419E+11,POINT (35.3288926 37.0016775),25-09-2014 22.33
333,1860 Taguig Loop,West Java,119,59550,38158430589,POINT (107.5908393 -6.9611164),25-09-2014 22.31
334,1816 Bydgoszcz Loop,Dhaka,234,64308,9.65274E+11,POINT (89.9481296 24.9196508),25-09-2014 22.30
335,587 Benguela Manor,Illinois,42,91590,1.65451E+11,POINT (-88.3200762 41.7605836),25-09-2014 22.33
336,430 Kumbakonam Drive,Santa Fé,457,28814,1.05471E+11,POINT (-58.3772319 -34.6131591),25-09-2014 22.30
337,1838 Tabriz Lane,Dhaka,143,1195,38988715447,POINT (90.4074439 23.7104078),25-09-2014 22.30
338,431 Szkesfehrvr Avenue,Baki,48,57828,1.19501E+11,POINT (49.8920185 40.3776798),25-09-2014 22.30
339,503 Sogamoso Loop,Sumqayit,505,49812,8.34627E+11,POINT (49.6686177 40.5897257),25-09-2014 22.30
340,507 Smolensk Loop,Sousse,492,22971,80303246192,POINT (10.6369931 35.8253973),25-09-2014 22.33
341,1920 Weifang Avenue,Uttar Pradesh,427,15643,8.69508E+11,POINT (79.0289576 28.8090428),25-09-2014 22.31
342,124 al-Manama Way,Hiroshima,382,52368,6.47899E+11,POINT (133.2278006 34.4166734),25-09-2014 22.31
343,1443 Mardan Street,Western Cape,392,31483,2.31383E+11,POINT (18.9655278 -33.7046881),25-09-2014 22.33
344,1909 Benguela Lane,Henan,581,19913,6.24138E+11,POINT (113.8672267 35.3088968),25-09-2014 22.30
345,68 Ponce Parkway,Hanoi,201,85926,8.70635E+11,POINT (105.8411713 21.0245089),25-09-2014 22.34
346,1217 Konotop Avenue,Gelderland,151,504,7.18917E+11,POINT (5.6583352 52.0333321),25-09-2014 22.32
347,1293 Nam Dinh Way,Roraima,84,71583,6.97656E+11,POINT (-60.6733335 2.8197248),25-09-2014 22.30
348,785 Vaduz Street,Baja California,335,36170,8.95617E+11,POINT (-115.4544699 32.6278161),25-09-2014 22.32
349,1516 Escobar Drive,Tongatapu,370,46069,64536069371,POINT (-175.2018383 -21.1393845),25-09-2014 22.33
350,1628 Nagareyama Lane,Central,453,60079,20064292617,POINT (-57.5087974 -25.3396832),25-09-2014 22.32
351,1157 Nyeri Loop,Adygea,320,56380,2.62745E+11,POINT (40.1058391 44.6077807),25-09-2014 22.32
352,1673 Tangail Drive,Daugavpils,137,26857,6.27924E+11,POINT (26.5333303 55.8833321),25-09-2014 22.31
353,381 Kabul Way,Taipei,209,87272,55477302294,POINT (0 0),25-09-2014 22.33
354,953 Hodeida Street,Southern Tagalog,221,18841,53912826864,POINT (0 0),25-09-2014 22.32
355,469 Nakhon Sawan Street,Tuvassia,531,58866,6.892E+11,POINT (0 0),25-09-2014 22.32
356,1378 Beira Loop,Krasnojarsk,597,40792,8.40958E+11,POINT (0 0),25-09-2014 22.32
357,1641 Changhwa Place,Nord-Ouest,52,37636,2.56546E+11,POINT (10.1459725 5.9597163),25-09-2014 22.30
358,1698 Southport Loop,Hidalgo,393,49009,7.54358E+11,POINT (-98.7332931 20.1169757),25-09-2014 22.32
359,519 Nyeri Manor,São Paulo,461,37650,7.64681E+11,POINT (0 0),25-09-2014 22.30
360,619 Hunuco Avenue,Shimane,331,81508,1.42596E+11,POINT (133.0505647 35.4722288),25-09-2014 22.31
361,45 Aparecida de Goinia Place,Madhya Pradesh,464,7431,6.50497E+11,POINT (80.8248472 24.5822532),25-09-2014 22.31
362,482 Kowloon and New Kowloon Manor,Bratislava,90,97056,7.38968E+11,POINT (17.1067496 48.1481638),25-09-2014 22.33
363,604 Bern Place,Jharkhand,429,5373,6.20719E+11,POINT (85.3385674 23.3477771),25-09-2014 22.31
364,1623 Kingstown Drive,Buenos Aires,20,91299,2.96395E+11,POINT (-58.3333333 -34.8333375),25-09-2014 22.30
365,1009 Zanzibar Lane,Arecibo,32,64875,1.02396E+11,POINT (-66.7157391 18.4724507),25-09-2014 22.32
366,114 Jalib al-Shuyukh Manor,Centre,585,60440,8.45379E+11,POINT (0 0),25-09-2014 22.30
367,1163 London Parkway,Par,66,6066,6.7512E+11,POINT (0 0),25-09-2014 22.30
368,1658 Jastrzebie-Zdrj Loop,Central,372,96584,5.68368E+11,POINT (37.8734742 -0.0993589),25-09-2014 22.31
369,817 Laredo Avenue,Jalisco,188,77449,1.5125E+11,POINT (-103.3918271 20.6668204),25-09-2014 22.32
370,1565 Tangail Manor,Okinawa,377,45750,6.34445E+11,POINT (126.6687194 25.7722563),25-09-2014 22.31
371,1912 Emeishan Drive,Balikesir,50,33050,99883471275,POINT (27.8861139 39.6491766),25-09-2014 22.33
372,230 Urawa Drive,Andhra Pradesh,8,2738,1.66898E+11,POINT (77.2753617 15.6250982),25-09-2014 22.31
373,1922 Miraj Way,Esfahan,356,13203,3.20471E+11,POINT (51.3668958 32.6344247),25-09-2014 22.31
374,433 Florencia Street,Chihuahua,250,91330,5.6173E+11,POINT (0 0),25-09-2014 22.32
375,1049 Matamoros Parkway,Karnataka,191,69640,9.60505E+11,POINT (76.8378775 17.3376375),25-09-2014 22.31
376,1061 Ede Avenue,Southern Tagalog,98,57810,3.33391E+11,POINT (0 0),25-09-2014 22.32
377,154 Oshawa Manor,East Java,415,72771,4.40366E+11,POINT (113.2159708 -7.7543494),25-09-2014 22.31
378,1191 Tandil Drive,Southern Tagalog,523,6362,45554316010,POINT (0 0),25-09-2014 22.32
379,1133 Rizhao Avenue,Pernambuco,572,2800,6.00265E+11,POINT (0 0),25-09-2014 22.30
380,1519 Santiago de los Caballeros Loop,East Kasai,348,22025,4.09315E+11,POINT (0 0),25-09-2014 22.30
381,1618 Olomouc Manor,Kurgan,285,26385,96846695220,POINT (65.3333338 55.4523109),25-09-2014 22.32
382,220 Hidalgo Drive,Kermanshah,265,45298,3.42721E+11,POINT (47.0656814 34.3141741),25-09-2014 22.31
383,686 Donostia-San Sebastin Lane,Guangdong,471,97390,71857599858,POINT (114.0683656 22.5455493),25-09-2014 22.30
384,97 Mogiljov Lane,Gujarat,73,89294,9.24815E+11,POINT (72.1525264 21.7744509),25-09-2014 22.31
385,1642 Charlotte Amalie Drive,Slaskie,549,75442,8.21477E+11,POINT (18.9664179 50.1371796),25-09-2014 22.32
386,1368 Maracabo Boulevard,,493,32716,9.34352E+11,POINT (-63.0833345 18.1833393),25-09-2014 22.30
387,401 Sucre Boulevard,New Hampshire,322,25007,4.86396E+11,POINT (-71.4547917 42.9956463),25-09-2014 22.33
388,368 Hunuco Boulevard,Namibe,360,17165,1.06439E+11,POINT (12.1522211 -15.1961143),25-09-2014 22.30
389,500 Lincoln Parkway,Ji´angsu,210,95509,5.50307E+11,POINT (119.0191752 33.5886108),25-09-2014 22.30
390,102 Chapra Drive,Ibaragi,521,14073,7.76032E+11,POINT (0 0),25-09-2014 22.31
391,1793 Meixian Place,Hmelnytskyi,258,33535,6.19966E+11,POINT (0 0),25-09-2014 22.33
392,514 Ife Way,Shaba,315,69973,9.00236E+11,POINT (0 0),25-09-2014 22.30
393,717 Changzhou Lane,Southern Tagalog,104,21615,4.26255E+11,POINT (0 0),25-09-2014 22.32
394,753 Ilorin Avenue,Sichuan,157,3656,4.64511E+11,POINT (103.3875589 29.5326767),25-09-2014 22.30
395,1337 Mit Ghamr Avenue,Nakhon Sawan,358,29810,1.75283E+11,POINT (100.1371733 15.7047282),25-09-2014 22.33
396,767 Pyongyang Drive,Osaka,229,83536,6.67736E+11,POINT (135.3368299 34.3739822),25-09-2014 22.31
397,614 Pak Kret Street,Addis Abeba,6,27796,47808359842,POINT (38.7468953 9.0249786),25-09-2014 22.30
398,954 Lapu-Lapu Way,Moskova,278,8816,7.37229E+11,POINT (0 0),25-09-2014 22.32
399,331 Bydgoszcz Parkway,Asturia,181,966,5.37374E+11,POINT (0 0),25-09-2014 22.33
400,1152 Citrus Heights Manor,al-Qadarif,15,5239,7.65957E+11,POINT (35.3834416 14.0349313),25-09-2014 22.33
401,168 Cianjur Manor,Saitama,228,73824,6.79095E+11,POINT (139.6850291 35.9522535),25-09-2014 22.31
402,616 Hagonoy Avenue,Krasnojarsk,39,46043,6.04178E+11,POINT (0 0),25-09-2014 22.32
403,1190 0 Place,Rio Grande do Sul,44,10417,8.41877E+11,POINT (-54.1069424 -31.3313942),25-09-2014 22.30
404,734 Bchar Place,Punjab,375,30586,2.80579E+11,POINT (73.4458345 30.8080619),25-09-2014 22.32
405,530 Lausanne Lane,Texas,135,11067,7.75235E+11,POINT (-96.8066733 32.7830646),25-09-2014 22.33
406,454 Patiala Lane,Fukushima,276,13496,7.94553E+11,POINT (140.3833343 37.4679281),25-09-2014 22.31
407,1346 Mysore Drive,Bretagne,92,61507,5.16647E+11,POINT (-4.4833319 48.4979204),25-09-2014 22.31
408,990 Etawah Loop,Tamil Nadu,564,79940,2.06169E+11,POINT (76.9511624 10.3269123),25-09-2014 22.31
409,1266 Laredo Parkway,Saitama,380,7664,1483365694,POINT (139.6241343 35.9066539),25-09-2014 22.31
410,88 Nagaon Manor,Buenos Aires,524,86868,7.79461E+11,POINT (-59.1331661 -37.3216706),25-09-2014 22.30
411,264 Bhimavaram Manor,St Thomas,111,54749,3.02527E+11,POINT (0 0),25-09-2014 22.34
412,1639 Saarbrcken Drive,North West,437,9827,3.28495E+11,POINT (27.2420868 -25.6675623),25-09-2014 22.33
413,692 Amroha Drive,Northern,230,35575,3.59479E+11,POINT (80.0074283 9.6684518),25-09-2014 22.33
414,1936 Lapu-Lapu Parkway,Bauchi & Gombe,141,7122,6.53437E+11,POINT (0 0),25-09-2014 22.32
415,432 Garden Grove Street,Ontario,430,65630,6.15965E+11,POINT (-79.4372524 43.8711166),25-09-2014 22.30
416,1445 Carmen Parkway,West Java,117,70809,5.98912E+11,POINT (107.0830663 -6.7725909),25-09-2014 22.31
417,791 Salinas Street,Punjab,208,40509,1.29953E+11,POINT (75.9079937 31.5323868),25-09-2014 22.31
418,126 Acua Parkway,West Bengali,71,58888,4.8004E+11,POINT (88.2515586 24.1047388),25-09-2014 22.31
419,397 Sunnyvale Avenue,Guanajuato,19,55566,6.80852E+11,POINT (-100.7438977 20.9152845),25-09-2014 22.32
420,992 Klerksdorp Loop,Utrecht,23,33711,8.5529E+11,POINT (5.3875453 52.1550813),25-09-2014 22.32
421,966 Arecibo Loop,Sind,134,94018,15273765306,POINT (67.7763138 26.7328704),25-09-2014 22.32
422,289 Santo Andr Manor,al-Sharqiya,16,72410,2.14976E+11,POINT (0 0),25-09-2014 22.32
423,437 Chungho Drive,Puerto Plata,450,59489,4.91271E+11,POINT (-70.6884507 19.7934458),25-09-2014 22.30
424,1948 Bayugan Parkway,Bihar,264,60622,9.87306E+11,POINT (87.5704408 25.5385267),25-09-2014 22.31
425,1866 al-Qatif Avenue,California,155,89420,5.46794E+11,POINT (-118.0275737 34.0686238),25-09-2014 22.33
426,1661 Abha Drive,Tamil Nadu,416,14400,2.70457E+11,POINT (78.8214191 10.3812871),25-09-2014 22.31
427,1557 Cape Coral Parkway,Hubei,293,46875,3.68284E+11,POINT (111.6677871 32.3858334),25-09-2014 22.30
428,1727 Matamoros Place,Sawhaj,465,78813,1.29674E+11,POINT (31.6947808 26.5569546),25-09-2014 22.30
429,1269 Botosani Manor,Guangdong,468,47394,7.36517E+11,POINT (115.3475866 22.7819959),25-09-2014 22.30
430,355 Vitria de Santo Anto Way,Oaxaca,452,81758,5.48004E+11,POINT (-96.1253502 18.0883465),25-09-2014 22.32
431,1596 Acua Parkway,Jharkhand,418,70425,1.57133E+11,POINT (0 0),25-09-2014 22.31
432,259 Ipoh Drive,São Paulo,189,64964,4.1901E+11,POINT (0 0),25-09-2014 22.30
433,1823 Hoshiarpur Lane,Komi,510,33191,3.07134E+11,POINT (50.8099404 61.6764246),25-09-2014 22.32
434,1404 Taguig Drive,Okayama,547,87212,5.72069E+11,POINT (133.9988561 35.0521549),25-09-2014 22.31
435,740 Udaipur Lane,Nizni Novgorod,150,33505,4.97289E+11,POINT (0 0),25-09-2014 22.32
436,287 Cuautla Boulevard,Chuquisaca,501,72736,82619513349,POINT (-65.2627454 -19.0333211),25-09-2014 22.30
437,1766 Almirante Brown Street,KwaZulu-Natal,364,63104,6.17568E+11,POINT (29.9318991 -27.7579638),25-09-2014 22.33
438,596 Huixquilucan Place,Nampula,351,65892,3.42709E+11,POINT (0 0),25-09-2014 22.32
439,1351 Aparecida de Goinia Parkway,Northern Mindanao,391,41775,9.59835E+11,POINT (123.8333385 8.1559817),25-09-2014 22.32
440,722 Bradford Lane,Shandong,249,90920,7.46251E+11,POINT (118.8288902 35.1711181),25-09-2014 22.30
441,983 Santa F Way,British Colombia,565,47472,1.4572E+11,POINT (-123.1193449 49.2496694),25-09-2014 22.30
442,1245 Ibirit Way,La Romana,290,40926,3.31889E+11,POINT (-68.9728505 18.4273397),25-09-2014 22.30
443,1836 Korla Parkway,Copperbelt,272,55405,6.89682E+11,POINT (28.2132382 -12.8024325),25-09-2014 22.34
444,231 Kaliningrad Place,Lombardia,70,57833,5.75081E+11,POINT (9.6672105 45.6960161),25-09-2014 22.31
445,495 Bhimavaram Lane,Maharashtra,144,3,82088937724,POINT (74.7773508 20.9025165),25-09-2014 22.31
446,1924 Shimonoseki Drive,Batna,59,52625,4.06784E+11,POINT (6.1741493 35.5559713),25-09-2014 22.29
447,105 Dzerzinsk Manor,Inner Mongolia,540,48570,2.40776E+11,POINT (122.2652882 43.6125443),25-09-2014 22.30
448,614 Denizli Parkway,Rio Grande do Sul,486,29444,8.76492E+11,POINT (0 0),25-09-2014 22.30
449,1289 Belm Boulevard,Tartumaa,530,88306,2.37369E+11,POINT (26.7250976 58.3806266),25-09-2014 22.30
450,203 Tambaram Street,Buenos Aires,161,73942,4.1155E+11,POINT (-58.7550405 -34.3333355),25-09-2014 22.30
451,1704 Tambaram Manor,West Bengali,554,2834,39463554936,POINT (88.0989894 22.4756422),25-09-2014 22.31
452,207 Cuernavaca Loop,Tatarstan,352,52671,7.829E+11,POINT (0 0),25-09-2014 22.32
453,319 Springs Loop,Baijeri,160,99552,72524459905,POINT (11.0078372 49.5909984),25-09-2014 22.31
454,956 Nam Dinh Manor,Kerman,481,21872,4.74048E+11,POINT (55.6809634 29.4513771),25-09-2014 22.31
455,1947 Paarl Way,Central Java,509,23636,8.34061E+11,POINT (110.8316759 -7.5561124),25-09-2014 22.31
456,814 Simferopol Loop,Sinaloa,154,48745,5.24567E+11,POINT (-108.7493103 26.1917411),25-09-2014 22.32
457,535 Ahmadnagar Manor,Abu Dhabi,3,41136,9.8511E+11,POINT (54.3666737 24.4666776),25-09-2014 22.33
458,138 Caracas Boulevard,Zulia,326,16790,9.74433E+11,POINT (0 0),25-09-2014 22.34
459,251 Florencia Drive,Michoacn de Ocampo,556,16119,1.18012E+11,POINT (0 0),25-09-2014 22.32
460,659 Gatineau Boulevard,La Paz,153,28587,2.05525E+11,POINT (-68.1833381 -16.4833304),25-09-2014 22.30
461,1889 Valparai Way,Ziguinchor,600,75559,6.70371E+11,POINT (-16.2719429 12.5833364),25-09-2014 22.33
462,1485 Bratislava Place,Illinois,435,83183,9.24664E+11,POINT (-89.0945901 42.2711396),25-09-2014 22.33
463,935 Aden Boulevard,Central Java,532,64709,3.35053E+11,POINT (109.1402792 -6.8694969),25-09-2014 22.31
464,76 Kermanshah Manor,Esfahan,423,23343,7.62362E+11,POINT (51.8668877 32.0089105),25-09-2014 22.31
465,734 Tanshui Avenue,Caquet,170,70664,3.66777E+11,POINT (0 0),25-09-2014 22.30
466,118 Jaffna Loop,Northern Mindanao,182,10447,3.25527E+11,POINT (125.1166743 8.8333397),25-09-2014 22.32
467,1621 Tongliao Avenue,Irkutsk,558,22173,2.09343E+11,POINT (103.6452848 52.7519467),25-09-2014 22.32
468,1844 Usak Avenue,Nova Scotia,196,84461,1.64415E+11,POINT (-63.5723905 44.6453389),25-09-2014 22.30
469,1872 Toulon Loop,OHiggins,428,7939,9.28809E+11,POINT (0 0),25-09-2014 22.30
470,1088 Ibirit Place,Jalisco,595,88502,49084281333,POINT (-103.3847998 20.7235691),25-09-2014 22.32
471,1322 Mosul Parkway,Shandong,145,95400,2.68054E+11,POINT (118.4916571 37.4627174),25-09-2014 22.30
472,1447 Chatsworth Place,Chihuahua,129,41545,7.6937E+11,POINT (0 0),25-09-2014 22.32
473,1257 Guadalajara Street,Karnataka,78,33599,1.95338E+11,POINT (75.7153712 16.8244248),25-09-2014 22.31
474,1469 Plock Lane,Galicia,388,95835,6.22885E+11,POINT (-7.8640742 42.3366955),25-09-2014 22.33
475,434 Ourense (Orense) Manor,Hodeida,206,14122,5.6237E+11,POINT (42.9545201 14.7978152),25-09-2014 22.34
476,270 Tambaram Parkway,Gauteng,244,9668,2.48447E+11,POINT (28.0436389 -26.2022763),25-09-2014 22.33
477,1786 Salinas Place,Nam Ha,359,66546,2.06061E+11,POINT (105.9713198 20.5529795),25-09-2014 22.34
